nfe,avg,min,max,std
100,16.862797681772115,0.19677618813522502,22.142095026204515,5.638714724339826
193,13.403687123500836,0.19677618813522502,21.402875153107576,6.081928054502527
285,9.622243511353012,0.19677618813522502,21.086519642319395,5.616615798039035
376,7.009937611941471,0.19677618813522502,18.532019330133608,4.394665805747613
472,5.470124376185765,0.1485627622509047,14.120481079270837,3.186202362607017
561,4.861755921147179,0.1485627622509047,12.458078367219457,2.7092316511619328
656,4.4256126491177525,0.1485627622509047,13.526806520955535,2.546350044153298
753,4.083619288990295,0.09456042792767905,15.080023705685628,2.5992818512323193
843,3.275498783016204,0.09456042792767905,13.88227715145797,2.291810790449231
935,3.119852407098336,0.09456042792767905,10.460801043666788,2.0023857674033922
1026,3.1400169785367806,0.09456042792767905,13.609708061090101,2.0793166365438287
1122,3.2259847924566047,0.0038219617565897757,12.006931635672677,2.3850492495926483
1217,2.851654898809814,0.0038219617565897757,9.083630200762052,1.8916736695638667
1315,2.784106780655514,0.0038219617565897757,8.454543281860134,1.8502004548641022
1411,2.7361979760154687,0.0038219617565897757,8.790959155716,1.733140032524457
1508,2.783171376673758,0.0038219617565897757,8.007966003657206,1.6098081258440815
1601,2.732871819979254,0.0038219617565897757,8.23661009963344,1.8282432381585272
1696,2.662046840035903,0.0038219617565897757,11.9218981205166,1.896275600388639
1794,2.8895169441512927,0.0038219617565897757,9.29302650649918,1.8152740686144948
1880,3.18110790458302,0.0038219617565897757,14.558681213930894,2.60361034851637
1979,3.2096925992512966,0.0038219617565897757,14.58299674282283,3.0727933517760824
2071,2.6390954924985714,0.0018209913390703214,8.252073496930398,1.764886514896178
2168,2.39444156748819,0.0018209913390703214,9.634412460094694,1.5777327177738905
2263,2.9807856022152763,0.001771122119560875,13.735856161294503,2.5970165284490063
2358,2.715472273946345,0.001771122119560875,9.300685781123105,2.0227449738776104
2450,2.7371640373104253,0.001771122119560875,9.651255008122158,2.191926100863357
2540,3.025629200936948,0.001771122119560875,12.833007825818957,2.439810202556833
2633,2.50775539553985,0.001771122119560875,9.415911004701691,1.8622958697511973
2729,2.6137252438920906,0.001771122119560875,12.644846967380257,2.2720400467241335
2823,2.6591494730787493,0.001771122119560875,8.276569112680782,1.7921546021155748
2917,2.464719602359071,0.001771122119560875,8.03976950823961,1.7328347651056002
3011,2.625307663965033,0.0017476503983897551,8.537107541865915,1.8200919590150075
3107,2.5689407144938503,0.0017476503983897551,8.383117014704514,1.7452634190904857
3205,2.991100369285257,0.0017476503983897551,9.763120455170547,2.0694169452989786
3301,2.634110806765822,0.0017476503983897551,6.5268988847056235,1.4159625150167559
3394,2.827327207327977,0.0017476503983897551,9.707521080127464,1.9615376499109283
3484,2.8940331783847233,0.0017476503983897551,9.408872407133305,2.1096675163973098
3578,2.523095621258321,0.0017476503983897551,11.062538414448559,1.7673810209808014
3669,2.4583967594773513,0.0017476503983897551,11.240473140401678,1.806150517389531
3766,2.6971603506879593,0.0017476503983897551,9.162700839533432,1.7379103223852694
3863,2.462411202993478,0.0017476503983897551,8.984368920615642,1.476125640506197
3957,2.6171551855545685,0.0017476503983897551,8.642912451305168,1.8065459767262382
4054,2.402051046898042,0.0017476503983897551,10.876674656007719,1.911293222075046
4153,2.6885170650609456,0.0017476503983897551,9.50484299638726,2.0305435423894536
4247,2.4587112286289585,0.0017476503983897551,8.472053221874093,1.595927393229028
4342,2.772215655035648,0.0017476503983897551,13.195334454637226,2.0247812384247568
4440,2.601083656632986,0.00013935931909303534,9.846051510803626,1.8898068140190063
4532,2.723254727367707,0.00013935931909303534,9.663412353828242,1.9740568302072767
4627,2.6465601860355097,0.00013935931909303534,9.366047886537912,1.860020846845385
4721,2.5658350553921268,0.00013935931909303534,9.772735989713816,2.052526763066898
4816,2.5538831926123335,0.00013935931909303534,14.22423922364668,2.58421789930169
4912,2.5779360196906413,0.00013935931909303534,11.118580684419062,2.1604076151035185
5006,2.483590424962685,0.00013935931909303534,9.555399376392462,2.220390690845811
5099,2.387943686448969,0.00013935931909303534,10.084336328181177,2.0410774173945834
5186,2.5647718645454938,0.00013935931909303534,10.371705751681668,1.8701817290379235
5275,2.461504139093635,0.00013935931909303534,8.656472419753547,1.77645061427539
5365,2.7959858362998786,0.00013935931909303534,13.840459880533889,2.443248339936132
5459,2.592365689110374,0.00013935931909303534,7.775447581880185,1.7666459419340153
5554,2.607791543786728,4.615956243769759e-05,9.418843484778373,1.9812836915469687
5646,2.3109760269891972,4.615956243769759e-05,9.456260336020451,1.7457989819217452
5737,2.21529495326604,4.615956243769759e-05,7.258536791452865,1.387471251244222
5827,2.1237707823447987,4.412803026854206e-05,11.235888612419313,1.7270450547425589
5917,2.1204087266672254,4.412803026854206e-05,6.090560163089378,1.2446875977948777
6009,2.9043810939724897,4.412803026854206e-05,10.484175849666777,2.1535429156932713
6101,2.5328237709975,4.412803026854206e-05,7.041905103491148,1.5949717378974766
6196,2.464407542636038,4.412803026854206e-05,9.066033535900301,1.663849444929044
6279,2.3343817253843735,4.412803026854206e-05,9.537748785353145,1.9077553313421518
6373,2.3060009013088374,4.412803026854206e-05,6.982013072413357,1.6039534586730175
6466,2.586281002597411,4.412803026854206e-05,10.126119618663374,1.95437264780711
6560,2.562454152031974,4.412803026854206e-05,7.769512586386707,1.7877350611953478
6647,2.5995663608339896,4.412803026854206e-05,8.572749872657937,1.651228545580885
6736,2.5273129010080067,1.4333217017270528e-05,9.381230890622753,1.7921243143860743
6829,2.6098413848352906,1.4333217017270528e-05,9.668409866318608,1.9471251294953424
6926,3.0452876180031705,1.4333217017270528e-05,9.826414668862046,2.3642834456755284
7017,2.833176554626545,1.4333217017270528e-05,13.205060821243084,2.4701335758129797
7114,2.9699779352233495,1.4333217017270528e-05,14.664437906441272,2.3288643079808384
7206,2.668310329486224,1.4333217017270528e-05,9.072524711000305,1.996915444610654
7297,2.6888562604715527,1.4333217017270528e-05,7.9259235981659515,1.9103011250753594
7393,2.839547603238968,1.4333217017270528e-05,8.851191269742593,1.8506048947742446
7486,3.076301918779879,1.4333217017270528e-05,8.310461134389566,2.0528354018733386
7583,2.764859868889459,1.4333217017270528e-05,11.770306777729719,2.278415610517873
7674,2.558807879347281,1.4333217017270528e-05,13.307321496998085,2.3216839492336323
7766,2.335033793111892,1.4333217017270528e-05,7.61362790850157,1.7948128252152942
7857,2.3295144095704097,1.4333217017270528e-05,9.054151306797007,1.7991137499928789
7953,2.5408417118651845,1.4333217017270528e-05,9.67001606279367,2.0037176730840858
8046,2.579571962180201,1.4333217017270528e-05,8.86103791024111,1.8389614070766993
8140,2.378629530923662,1.4333217017270528e-05,9.893723565371376,1.7363065760605836
8234,2.9212237287675475,1.4333217017270528e-05,17.629341339327034,2.492812496334187
8323,2.859857586661507,1.4333217017270528e-05,9.30165944426814,2.0040461880071705
8417,3.322626143627151,1.4333217017270528e-05,9.6919409854888,2.3724696540835573
8512,3.2274712945779735,1.4333217017270528e-05,11.84636402466342,2.505207190881126
8607,3.020205714117019,1.4333217017270528e-05,10.819832370878414,2.1377141307866987
8703,3.033309229731326,1.4333217017270528e-05,9.352011129526762,2.0359041110258795
8798,3.2892312265920816,1.4333217017270528e-05,12.091927268652475,2.4284044760118935
8896,3.4932848548264177,1.4333217017270528e-05,9.323887186232174,1.989854393112632
8989,3.485265927755231,1.4333217017270528e-05,10.26731287954966,2.2610988259939155
9083,3.115704510447756,1.4333217017270528e-05,8.989605547995733,1.774103860555999
9175,3.000834090251457,1.4333217017270528e-05,12.732019210813194,2.0968367507144237
9269,3.035641813375725,1.4333217017270528e-05,11.560772425741959,2.1570277242338096
9362,2.666153161279408,1.4333217017270528e-05,9.690474276419653,2.1475550692942944
9459,3.497683264725597,1.4333217017270528e-05,14.197718566301301,2.9502775684518845
9551,3.0954779582055756,1.4333217017270528e-05,10.114710319023674,2.4049153790100504
9644,3.0550220978337426,1.4333217017270528e-05,12.159420526480972,2.176152263706206
9743,3.104211954871827,1.4333217017270528e-05,11.915902190901578,2.5403054270180316
9837,3.024343957000228,1.4333217017270528e-05,11.73428266754771,2.5321796437441333
9931,2.476988369025699,1.4333217017270528e-05,10.252114192424985,1.940886989657813
10026,2.6279374647118523,1.4333217017270528e-05,13.18375715544966,2.243983297478538
